snp_idx,reliefF,xgb_gain
0,0.024789380331834157,1.285065770149231
50,0.0027629820505777995,1.5089960098266602
100,0.0007614224155743917,1.63432776927948
150,0.0013013210892677306,1.40243661403656
200,0.007279476722081502,1.2692077159881592
250,0.007861697773138682,0.995449423789978
300,-0.0032138172785441082,1.4752238988876343
350,0.005179971257845561,1.197483777999878
400,0.0009399194518725077,1.6965265274047852
450,-0.00047302345434824624,1.8856384754180908
500,-0.008686028321584065,1.3779828548431396
550,0.03144773950179418,1.2256040573120117
600,0.0017157156268755595,1.3051972389221191
650,-0.02025933414697647,0.8774407505989075
700,-0.017793088257312774,1.4812424182891846
750,-0.01055208663145701,1.2484238147735596
800,-0.004455052018165588,1.1979445219039917
850,-0.0011391254266103108,1.8365600109100342
900,-0.004904808501402537,0.7350884675979614
950,0.03521480083465576,2.2502999305725098
1000,0.00781542440255483,1.5799907445907593
1050,0.015959958533445995,1.1268857717514038
1100,0.007001702884833018,1.197746753692627
1150,0.004254144628842672,1.4293986558914185
1200,0.013014882902304332,1.241503357887268
1250,0.002750290830930074,1.7705916166305542
1300,0.00755044549703598,1.3702669143676758
1350,-0.00027963995933532714,1.438459873199463
1400,0.005898394087950389,1.1821372509002686
1450,0.009831669131914774,1.4249069690704346
1500,-0.00395033856232961,1.5483540296554565
1550,0.003973324497540792,1.4095014333724976
1600,0.01473140408595403,1.4968674182891846
1650,0.012204135557015737,1.1824907064437866
1700,-0.008401754299799601,1.9437289237976074
1750,-0.009796168605486552,1.4954546689987183
1800,-0.012452842195828756,1.0995877981185913
1850,-0.011761892139911651,1.1909860372543335
1900,-0.016978960633277893,1.0592838525772095
1950,0.0037943923473358152,1.6088281869888306
2000,0.01224541187286377,1.2921820878982544
2050,0.0028493457039197286,0.8443036079406738
2100,0.002319861054420471,1.7215055227279663
2150,-0.011157361070315043,1.1064958572387695
2200,-0.010666406551996866,0.9894810914993286
2250,-0.009426413377126058,1.4243806600570679
2300,0.01329868217309316,1.1019444465637207
2350,-0.012312569916248321,0.799789309501648
2400,0.025465217332045237,2.142117500305176
2450,0.014384113848209382,0.9387733936309814
2500,0.014585235913594563,1.0729917287826538
2550,-0.014464770058790842,1.3394750356674194
2600,-0.023068384130795795,1.5631479024887085
2650,0.01834792584180832,1.0571486949920654
2700,-0.004890113671620687,1.7880303859710693
2750,-0.009690964221954345,1.1407489776611328
2800,-0.00931858628988266,0.808434247970581
2850,0.0021801331639289857,1.2426143884658813
2900,0.003138763606548309,1.1180434226989746
2950,-0.013277134001255035,1.2124091386795044
3000,0.004308626155058543,1.333254098892212
3050,-0.001334581971168518,1.3205499649047852
3100,0.023382221460342408,1.977530598640442
3150,0.013102091550827026,0.9728329181671143
3200,0.007816540797551473,1.6436831951141357
3250,0.020351430078347523,1.2029317617416382
3300,-0.00304133007923762,0.9829686284065247
3350,0.00132148543993632,1.4195923805236816
3400,0.0012182327111562093,1.309507131576538
3450,-0.014450714886188508,1.217482089996338
3500,-0.001034654974937439,1.1458990573883057
3550,0.011245707670847574,2.2082951068878174
3600,-0.0012299305200576783,1.2890647649765015
3650,-0.025502667725086213,1.431192398071289
3700,-0.0038081986705462137,1.2875972986221313
3750,0.005973560810089111,1.090266466140747
3800,0.04107260574897131,1.67380952835083
3850,-0.0022352081537246704,1.5639420747756958
3900,0.02047708551088969,1.2722057104110718
3950,0.005049123167991638,1.3286958932876587
4000,-0.00365518718957901,1.1210432052612305
4050,0.0033478701114654542,1.9517921209335327
4100,0.012892514864603678,1.8244484663009644
4150,0.013125753104686737,1.250088095664978
4200,-0.0019440171122550964,1.0041019916534424
4250,0.07153933227062226,2.547344446182251
4300,-0.011421655019124349,1.3941097259521484
4350,0.004216467539469401,1.2094686031341553
4400,-0.012927154103914897,1.8157671689987183
4450,-0.012296978930632273,1.4914307594299316
4500,0.0042183529337247215,1.3844671249389648
4550,0.003711112638314565,1.3562582731246948
4600,-0.014904008209705354,1.2623357772827148
4650,-0.008709041277567546,1.3168154954910278
4700,0.0031128272414207457,1.0303624868392944
4750,0.014467155337333679,1.0400677919387817
4800,-0.008678013881047567,1.0178043842315674
4850,-0.003473135034243266,1.2763056755065918
4900,-0.016569277048110963,1.1305848360061646
4950,-0.00038469125827153523,1.5331921577453613
